DocumentName,ColorNumber,RGB1,RGB2,Number_of_caracter,Area,Area_of_letter,Proportion_of_area_letter,Target
Diagnostics programme immo L'Etang la ville-8.jpeg,19,"(255, 250, 250)","(248, 248, 255)",1208,24171498,2426557,0.1,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-3.jpeg,11,"(230, 230, 250)","(255, 250, 250)",3575,21972210,5272735,0.24,0
plan-actions-climat-energie-bd-110.jpeg,19,"(230, 230, 250)","(255, 250, 250)",2343,24171498,7150080,0.3,0
HADOPI_RA_2014-2015-155.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3998,21972210,3606764,0.16,0
guide_plan_climat_energie_albi_1-30.jpeg,10,"(230, 230, 250)","(255, 250, 250)",1838,24177345,4729769,0.2,0
ONERC_Rapport_2010_villes_et_adaptation-57.jpeg,24,"(250, 240, 230)","(255, 250, 250)",1663,23375000,3109186,0.13,0
7750-129.jpeg,39,"(255, 250, 250)","(245, 255, 250)",2522,24171498,5701501,0.24,0
etat_des_lieux_des_connaissances__cle069e48-16.jpeg,29,"(245, 255, 250)","(240, 255, 240)",1269,24163936,8289263,0.34,0
ONERC_Rapport_2010_villes_et_adaptation-72.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4748,24175632,8003153,0.33,0
Apple_SR_2020_Progress_Report_FR-42.jpeg,2,"(255, 250, 250)","(248, 248, 255)",980,23375000,1622230,0.07,0
7750-208.jpeg,21,"(245, 222, 179)","(255, 250, 250)",283,24171498,7308588,0.3,0
Risques et pollution Programme immo  Clichy-38.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1820,24171498,2779572,0.11,0
ONERC_Rapport_2010_villes_et_adaptation-36.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4689,24175632,5834492,0.24,0
7750-187.jpeg,14,"(255, 250, 250)","(245, 255, 250)",1446,24163936,3859753,0.16,0
HADOPI_RA_2014-2015-3.jpeg,18,"(230, 230, 250)","(255, 250, 250)",3140,21972210,5386706,0.25,0
TSP_SRT_Tome3_WEB-35.jpeg,16,"(47, 79, 79)","(255, 250, 250)",1963,21972210,7933661,0.36,0
guide_plan_climat_energie_albi_1-35.jpeg,8,"(255, 250, 250)","(230, 230, 250)",2145,24177345,2536949,0.1,0
Apple_SR_2020_Progress_Report_FR-76.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1470,23375000,2227003,0.1,0
7750-84.jpeg,9,"(255, 250, 250)","(230, 230, 250)",3105,24171498,3523127,0.15,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-14.jpeg,28,"(123, 104, 238)","(147, 112, 219)",3425,24171498,14172314,0.59,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-2.jpeg,39,"(240, 230, 140)","(255, 250, 250)",1350,21972210,3464915,0.16,0
7750-73.jpeg,10,"(255, 250, 250)","(250, 240, 230)",4234,24171498,4748003,0.2,0
data_detection_images_1-34.jpeg,5,"(255, 250, 250)","(248, 248, 255)",1237,23375000,3070461,0.13,0
guide_plan_climat_energie_albi_1-20.jpeg,20,"(255, 250, 250)","(230, 230, 250)",1295,24177345,1919213,0.08,0
7750-31.jpeg,6,"(255, 250, 250)","(250, 240, 230)",4348,24171498,4674321,0.19,0
TSP_SRT_Tome3_WEB-34.jpeg,29,"(255, 250, 250)","(245, 255, 250)",1045,21972210,2197289,0.1,0
ONERC_Rapport_2010_villes_et_adaptation-145.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4056,24175632,5205605,0.22,0
7750-194.jpeg,25,"(255, 250, 250)","(230, 230, 250)",2794,24163936,15351281,0.64,0
HADOPI_RA_2014-2015-101.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4710,21972210,4366900,0.2,0
adaptation-changement-climatique-fiches-collectivites-3.jpeg,44,"(135, 206, 235)","(72, 209, 204)",1563,24175632,9783972,0.4,0
vol1_gicc-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4186,24163936,6593700,0.27,0
vol1_gicc-59.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2334,24163936,3641113,0.15,0
ONERC_Rapport_2010_villes_et_adaptation-124.jpeg,28,"(255, 250, 250)","(245, 255, 250)",2673,24175632,5330461,0.22,0
Apple_SR_2020_Progress_Report_FR-90.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2312,23375000,2562481,0.11,0
vol1_gicc-34.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3212,24163936,12605582,0.52,0
vol1_gicc-41.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4814,24163936,6874427,0.28,0
vol1_gicc-42.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2794,24163936,9787001,0.41,0
7750-150.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2795,24171498,3406166,0.14,0
ONERC_Rapport_2010_villes_et_adaptation-113.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3969,24175632,5438704,0.22,0
data_detection_images_1-16.jpeg,10,"(255, 250, 250)","(250, 240, 230)",2216,23375000,5982032,0.26,0
plan-actions-climat-energie-bd-131.jpeg,34,"(230, 230, 250)","(250, 240, 230)",2819,24171498,6859294,0.28,0
vol1_gicc-23.jpeg,5,"(255, 250, 250)","(230, 230, 250)",2085,24163936,3566454,0.15,0
Diagnostics programme immo L'Etang la ville-14.jpeg,5,"(255, 250, 250)","(248, 248, 255)",2017,24171498,4612200,0.19,0
ONERC_Rapport_2010_villes_et_adaptation-142.jpeg,9,"(255, 250, 250)","(230, 230, 250)",1636,24175632,12949797,0.54,0
adapter_son_territoire_au_changement_climatique_Guide-54.jpeg,6,"(60, 179, 113)","(50, 205, 50)",6972,17790880,4855836,0.27,0
Risques et pollution Programme immo  Clichy-36.jpeg,3,"(255, 250, 250)","(230, 230, 250)",597,24171498,844977,0.03,0
adaptation-changement-climatique-fiches-collectivites-34.jpeg,29,"(47, 79, 79)","(135, 206, 235)",3037,24175632,9180713,0.38,0
7750-204.jpeg,14,"(245, 255, 250)","(255, 250, 250)",142,24163936,2005532,0.08,0
7750-176.jpeg,15,"(245, 255, 250)","(255, 250, 250)",815,24163936,2908295,0.12,0
Risques et pollution programme immo Argenteuil-4.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2810,24171498,9145000,0.38,0
HADOPI_RA_2014-2015-161.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3704,21972210,3372684,0.15,0
HADOPI_RA_2014-2015-86.jpeg,14,"(230, 230, 250)","(255, 250, 250)",3247,21972210,4946308,0.23,0
data_detection_images_1-27.jpeg,8,"(255, 250, 250)","(248, 248, 255)",1016,23375000,3607913,0.15,0
ONERC_Rapport_2010_villes_et_adaptation-86.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4388,24175632,5437580,0.22,0
HADOPI_RA_2014-2015-122.jpeg,11,"(255, 250, 250)","(230, 230, 250)",1594,21972210,2372605,0.11,0
data_detection_images_1-29.jpeg,18,"(248, 248, 255)","(255, 250, 250)",1642,23375000,4590916,0.2,0
adaptation-changement-climatique-fiches-collectivites-35.jpeg,30,"(135, 206, 235)","(175, 238, 238)",2739,24175632,7308664,0.3,0
ONERC_Rapport_2010_villes_et_adaptation-44.jpeg,3,"(255, 250, 250)","(230, 230, 250)",5289,24175632,6515879,0.27,0
7750-124.jpeg,16,"(255, 250, 250)","(230, 230, 250)",2627,24171498,5086870,0.21,0
Apple_SR_2020_Progress_Report_FR-106.jpeg,5,"(255, 250, 250)","(230, 230, 250)",2010,23375000,3219508,0.14,0
Risques et pollution Programme immo  Clichy-8.jpeg,8,"(255, 250, 250)","(230, 230, 250)",2085,24171498,3410302,0.14,0
ONERC_Rapport_2010_villes_et_adaptation-51.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3634,23375000,4650223,0.2,0
Apple_SR_2020_Progress_Report_FR-18.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2741,23375000,3618128,0.15,0
7750-216.jpeg,4,"(255, 250, 250)","(230, 230, 250)",920,24171498,1143372,0.05,0
7750-133.jpeg,33,"(255, 250, 250)","(250, 240, 230)",2614,24171498,6737136,0.28,0
7750-164.jpeg,41,"(72, 209, 204)","(60, 179, 113)",1487,24171498,308479,0.01,0
Apple_SR_2020_Progress_Report_FR-91.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2170,23375000,2791824,0.12,0
TSP_SRT_Tome3_WEB-28.jpeg,25,"(230, 230, 250)","(255, 250, 250)",3573,21972210,5088408,0.23,0
7750-8.jpeg,30,"(255, 250, 250)","(250, 240, 230)",2676,24171498,8527882,0.35,0
etat_des_lieux_des_connaissances__cle069e48-1.jpeg,34,"(248, 248, 255)","(255, 250, 250)",282,24163936,5153928,0.21,0
adapter_son_territoire_au_changement_climatique_Guide-27.jpeg,16,"(245, 255, 250)","(240, 255, 240)",3270,17790880,3834087,0.22,0
vol1_gicc-10.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4200,24163936,6294726,0.26,0
ONERC_Rapport_2010_villes_et_adaptation-79.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4228,24175632,5603875,0.23,0
plan-actions-climat-energie-bd-63.jpeg,1,"(230, 230, 250)",,1597,24171498,2634033,0.11,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-18.jpeg,18,"(85, 107, 47)","(255, 250, 250)",3286,21972210,8606247,0.39,0
7750-177.jpeg,22,"(245, 255, 250)","(255, 250, 250)",2342,24163936,11800560,0.49,0
7750-148.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2074,24171498,2282352,0.09,0
guide_plan_climat_energie_albi_1-46.jpeg,16,"(255, 250, 250)","(230, 230, 250)",1899,24177345,9700745,0.4,0
7750-210.jpeg,9,"(255, 250, 250)","(250, 240, 230)",4023,24171498,4357409,0.18,0
guide_plan_climat_energie_albi_1-4.jpeg,5,"(230, 230, 250)","(255, 250, 250)",2573,24177345,3689125,0.15,0
Risques et pollution Programme immo  Clichy-21.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2084,24171498,3756286,0.16,0
data_detection_images_1-36.jpeg,4,"(255, 250, 250)","(230, 230, 250)",535,23375000,705364,0.03,0
7750-53.jpeg,8,"(255, 250, 250)","(250, 240, 230)",3771,24171498,4184053,0.17,0
ONERC_Rapport_2010_villes_et_adaptation-63.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3965,24175632,5161416,0.21,0
Diagnostics programme immo L'Etang la ville-22.jpeg,3,"(255, 250, 250)","(230, 230, 250)",5342,24171498,5172866,0.21,0
plan-actions-climat-energie-bd-44.jpeg,7,"(230, 230, 250)","(250, 240, 230)",1569,24171498,2222632,0.09,0
TSP_SRT_Tome3_WEB-31.jpeg,24,"(255, 250, 250)","(47, 79, 79)",2673,21972210,6557823,0.3,0
Apple_SR_2020_Progress_Report_FR-110.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2346,23375000,3636554,0.16,0
Diagnostics programme immo L'Etang la ville-13.jpeg,3,"(255, 250, 250)","(230, 230, 250)",373,24171498,536802,0.02,0
Apple_SR_2020_Progress_Report_FR-82.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2375,23375000,2852815,0.12,0
7750-128.jpeg,24,"(255, 250, 250)","(248, 248, 255)",3063,24171498,4622809,0.19,0
TSP_SRT_Tome3_WEB-30.jpeg,31,"(255, 250, 250)","(250, 240, 230)",2867,21972210,2754568,0.13,0
plan-actions-climat-energie-bd-76.jpeg,13,"(230, 230, 250)","(250, 240, 230)",3869,24171498,4098007,0.17,0
HADOPI_RA_2014-2015-163.jpeg,3,"(255, 250, 250)","(230, 230, 250)",245,21972210,406113,0.02,0
HADOPI_RA_2014-2015-123.jpeg,14,"(255, 250, 250)","(250, 240, 230)",1941,21972210,2781666,0.13,0
7750-104.jpeg,5,"(255, 250, 250)","(230, 230, 250)",4078,24171498,4285901,0.18,0
guide_plan_climat_energie_albi_1-65.jpeg,15,"(255, 250, 250)","(230, 230, 250)",1926,24177345,8780400,0.36,0
adapter_son_territoire_au_changement_climatique_Guide-28.jpeg,15,"(245, 255, 250)","(240, 255, 240)",2707,17790880,3883109,0.22,0
plan-actions-climat-energie-bd-113.jpeg,1,"(230, 230, 250)",,1233,24171498,1652880,0.07,0
ONERC_Rapport_2010_villes_et_adaptation-9.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4900,24175632,6111042,0.25,0
data_detection_images_1-3.jpeg,4,"(255, 250, 250)","(230, 230, 250)",2032,23375000,3738329,0.16,0
ONERC_Rapport_2010_villes_et_adaptation-126.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3450,24175632,4392743,0.18,0
plan-actions-climat-energie-bd-29.jpeg,24,"(230, 230, 250)","(255, 250, 250)",2406,24171498,4520117,0.19,0
Apple_SR_2020_Progress_Report_FR-34.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2787,23375000,3766595,0.16,0
TSP_SRT_Tome3_WEB-14.jpeg,26,"(255, 250, 250)","(230, 230, 250)",3329,21972210,7791339,0.35,0
guide_plan_climat_energie_albi_1-50.jpeg,17,"(255, 250, 250)","(230, 230, 250)",2324,24177345,15807141,0.65,0
WebbMediaKit-28.jpeg,6,"(255, 250, 250)","(230, 230, 250)",2673,23375000,4100029,0.18,0
data_detection_images_1-38.jpeg,13,"(248, 248, 255)","(230, 230, 250)",1596,23375000,3496502,0.15,0
7750-184.jpeg,22,"(245, 255, 250)","(255, 250, 250)",2754,24163936,20735474,0.86,0
WebbMediaKit-42.jpeg,4,"(230, 230, 250)","(255, 250, 250)",2909,23375000,4103862,0.18,0
WebbMediaKit-34.jpeg,12,"(47, 79, 79)","(70, 130, 180)",1627,23375000,9375547,0.4,0
HADOPI_RA_2014-2015-162.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1913,21972210,2107503,0.1,0
WebbMediaKit-22.jpeg,24,"(230, 230, 250)","(255, 250, 250)",3277,23375000,6118826,0.26,0
HADOPI_RA_2014-2015-97.jpeg,15,"(255, 250, 250)","(230, 230, 250)",2104,21972210,4371845,0.2,0
7750-85.jpeg,5,"(255, 250, 250)","(230, 230, 250)",2259,24171498,2515690,0.1,0
plan-actions-climat-energie-bd-1.jpeg,15,"(255, 250, 250)","(250, 240, 230)",2440,24171498,4202770,0.17,0
WebbMediaKit-25.jpeg,4,"(255, 250, 250)","(230, 230, 250)",598,23375000,738619,0.03,0
HADOPI_RA_2014-2015-105.jpeg,14,"(230, 230, 250)","(255, 250, 250)",3019,21972210,5854039,0.27,0
ONERC_Rapport_2010_villes_et_adaptation-1.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2151,24175632,2933369,0.12,0
7750-225.jpeg,19,"(255, 250, 250)","(250, 240, 230)",4956,24171498,3392515,0.14,0
Risques et pollution Programme immo  Clichy-26.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1809,24171498,2829722,0.12,0
plan-actions-climat-energie-bd-127.jpeg,20,"(230, 230, 250)","(255, 250, 250)",2351,24171498,7057396,0.29,0
7750-2.jpeg,13,"(255, 250, 250)","(230, 230, 250)",2450,24171498,4371269,0.18,0
ONERC_Rapport_2010_villes_et_adaptation-66.jpeg,33,"(255, 250, 250)","(230, 230, 250)",2405,24175632,14944559,0.62,0
guide_plan_climat_energie_albi_1-56.jpeg,17,"(255, 250, 250)","(230, 230, 250)",1629,24177345,12041438,0.5,0
adapter_son_territoire_au_changement_climatique_Guide-43.jpeg,17,"(230, 230, 250)","(245, 255, 250)",2608,17790880,5409436,0.3,0
TSP_SRT_Tome3_WEB-3.jpeg,20,"(255, 250, 250)","(255, 228, 225)",4796,21972210,5825744,0.27,0
guide_plan_climat_energie_albi_1-33.jpeg,20,"(230, 230, 250)","(255, 250, 250)",1598,24177345,2274960,0.09,0
data_detection_images_1-40.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1756,23375000,2526334,0.11,0
7750-88.jpeg,19,"(245, 222, 179)","(255, 250, 250)",186,24171498,7220306,0.3,0
WebbMediaKit-30.jpeg,11,"(47, 79, 79)","(230, 230, 250)",2348,23375000,8933833,0.38,0
etat_des_lieux_des_connaissances__cle069e48-4.jpeg,38,"(248, 248, 255)","(248, 248, 255)",450,24163936,8783816,0.36,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-22.jpeg,16,"(85, 107, 47)","(255, 250, 250)",2844,21972210,11824172,0.54,0
7750-79.jpeg,11,"(250, 240, 230)","(255, 250, 250)",3087,24171498,3219393,0.13,0
adaptation-changement-climatique-fiches-collectivites-10.jpeg,24,"(230, 230, 250)","(135, 206, 235)",3477,24175632,7779176,0.32,0
plan-actions-climat-energie-bd-115.jpeg,16,"(47, 79, 79)","(230, 230, 250)",2154,24171498,7053975,0.29,0
Risques et pollution programme immo Gardenia-6.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3128,24171498,2096489,0.09,0
plan-actions-climat-energie-bd-142.jpeg,16,"(230, 230, 250)","(248, 248, 255)",5009,24171498,3932806,0.16,0
7750-28.jpeg,5,"(255, 250, 250)","(230, 230, 250)",4140,24171498,4441607,0.18,0
HADOPI_RA_2014-2015-84.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3573,21972210,3288148,0.15,0
TSP_SRT_Tome3_WEB-45.jpeg,16,"(255, 250, 250)","(250, 240, 230)",2414,21972210,2580735,0.12,0
adapter_son_territoire_au_changement_climatique_Guide-3.jpeg,12,"(50, 205, 50)","(60, 179, 113)",2289,17790880,3995040,0.22,0
7750-131.jpeg,18,"(255, 250, 250)","(245, 255, 250)",2895,24171498,3745990,0.15,0
adapter_son_territoire_au_changement_climatique_Guide-2.jpeg,16,"(50, 205, 50)","(60, 179, 113)",1611,17790880,3504381,0.2,0
Apple_SR_2020_Progress_Report_FR-73.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1529,23375000,2167317,0.09,0
7750-202.jpeg,25,"(255, 250, 250)","(240, 255, 240)",2100,24163936,22844897,0.95,0
7750-78.jpeg,11,"(255, 250, 250)","(250, 240, 230)",3779,24171498,3957404,0.16,0
adapter_son_territoire_au_changement_climatique_Guide-40.jpeg,1,"(255, 250, 250)",,70,17790880,56455,0.0,0
vol1_gicc-21.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3561,24163936,10496833,0.43,0
ONERC_Rapport_2010_villes_et_adaptation-88.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4543,24175632,6998980,0.29,0
Apple_SR_2020_Progress_Report_FR-24.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2572,23375000,3409405,0.15,0
HADOPI_RA_2014-2015-38.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4550,21972210,4092763,0.19,0
7750-171.jpeg,15,"(255, 250, 250)","(230, 230, 250)",2119,24163936,4319786,0.18,0
plan-actions-climat-energie-bd-43.jpeg,8,"(245, 255, 250)","(240, 255, 255)",500,24171498,1852203,0.08,0
vol1_gicc-55.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4144,24163936,6715983,0.28,0
Apple_SR_2020_Progress_Report_FR-72.jpeg,6,"(255, 250, 250)","(230, 230, 250)",1576,23375000,2121473,0.09,0
ONERC_Rapport_2010_villes_et_adaptation-14.jpeg,3,"(255, 250, 250)","(230, 230, 250)",424,24175632,535327,0.02,0
adapter_son_territoire_au_changement_climatique_Guide-19.jpeg,7,"(245, 255, 250)","(240, 255, 240)",3287,17790880,3301463,0.19,0
vol1_gicc-33.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2354,24163936,15862345,0.66,0
HADOPI_RA_2014-2015-9.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4244,21972210,3885466,0.18,0
data_detection_images_1-13.jpeg,5,"(255, 250, 250)","(230, 230, 250)",1548,23375000,1564844,0.07,0
guide_plan_climat_energie_albi_1-32.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1785,24177345,2458892,0.1,0
7750-71.jpeg,0,,,1,24171498,0,0.0,0
7750-11.jpeg,4,"(255, 250, 250)","(230, 230, 250)",4445,24171498,4723747,0.2,0
immobilier Upside L'atelier -8.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3027,24171498,1592661,0.07,0
Diagnostics programme immo L'Etang la ville-41.jpeg,3,"(255, 250, 250)","(230, 230, 250)",6956,24171498,6711716,0.28,0
ONERC_Rapport_2010_villes_et_adaptation-41.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4528,24175632,12924733,0.53,0
7750-189.jpeg,25,"(255, 250, 250)","(245, 255, 250)",2575,24163936,22701007,0.94,0
HADOPI_RA_2014-2015-22.jpeg,9,"(255, 250, 250)","(230, 230, 250)",1895,21972210,1739876,0.08,0
ONERC_Rapport_2010_villes_et_adaptation-82.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3799,24175632,8863990,0.37,0
Apple_SR_2020_Progress_Report_FR-23.jpeg,1,"(230, 230, 250)",,1475,23375000,1777235,0.08,0
etat_des_lieux_des_connaissances__cle069e48-13.jpeg,21,"(248, 248, 255)","(240, 248, 255)",551,24163936,4954608,0.21,0
ONERC_Rapport_2010_villes_et_adaptation-95.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1504,24175632,15687347,0.65,0
Apple_SR_2020_Progress_Report_FR-88.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1466,23375000,2276595,0.1,0
Risques et pollution Programme immo  Clichy-30.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2007,24171498,3301825,0.14,0
adaptation-changement-climatique-fiches-collectivites-8.jpeg,32,"(135, 206, 235)","(47, 79, 79)",3237,24175632,7726215,0.32,0
7750-64.jpeg,5,"(255, 250, 250)","(230, 230, 250)",4454,24171498,4696534,0.19,0
TSP_SRT_Tome3_WEB-62.jpeg,27,"(255, 250, 250)","(250, 240, 230)",2265,21972210,2324852,0.11,0
TSP_SRT_Tome3_WEB-63.jpeg,23,"(255, 250, 250)","(250, 240, 230)",1762,21972210,2568158,0.12,0
HADOPI_RA_2014-2015-74.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3764,21972210,3215335,0.15,0
ONERC_Rapport_2010_villes_et_adaptation-122.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3726,24175632,4828899,0.2,0
ONERC_Rapport_2010_villes_et_adaptation-102.jpeg,3,"(255, 250, 250)","(255, 250, 250)",4065,24175632,5124061,0.21,0
ONERC_Rapport_2010_villes_et_adaptation-81.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4192,24175632,5219140,0.22,0
ONERC_Rapport_2010_villes_et_adaptation-16.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4458,24175632,5710222,0.24,0
Risques et pollution Programme immo  Clichy-14.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2765,24171498,4370428,0.18,0
TSP_SRT_Tome3_WEB-44.jpeg,26,"(255, 250, 250)","(245, 255, 250)",1309,21972210,2383750,0.11,0
guide_plan_climat_energie_albi_1-24.jpeg,5,"(230, 230, 250)","(255, 250, 250)",1054,24177345,1491512,0.06,0
vol1_gicc-14.jpeg,4,"(255, 250, 250)","(230, 230, 250)",2507,24163936,126185,0.01,0
Risques et pollution Programme immo  Clichy-39.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1721,24171498,2910139,0.12,0
plan-actions-climat-energie-bd-46.jpeg,27,"(255, 250, 250)","(250, 240, 230)",2083,24171498,3600570,0.15,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-19.jpeg,31,"(230, 230, 250)","(255, 250, 250)",2999,21972210,10532388,0.48,0
adapter_son_territoire_au_changement_climatique_Guide-44.jpeg,6,"(245, 255, 250)","(240, 255, 240)",3297,17790880,3122564,0.18,0
7750-115.jpeg,0,,,1,24171498,0,0.0,0
adapter_son_territoire_au_changement_climatique_Guide-42.jpeg,7,"(230, 230, 250)","(255, 250, 250)",2564,17790880,5376069,0.3,0
ONERC_Rapport_2010_villes_et_adaptation-123.jpeg,7,"(255, 250, 250)","(230, 230, 250)",2778,24175632,3968696,0.16,0
Diagnostics programme immo L'Etang la ville-20.jpeg,3,"(255, 250, 250)","(230, 230, 250)",5164,24171498,5331380,0.22,0
adaptation-changement-climatique-fiches-collectivites-7.jpeg,27,"(230, 230, 250)","(135, 206, 235)",3267,24175632,8451176,0.35,0
adapter_son_territoire_au_changement_climatique_Guide-14.jpeg,33,"(255, 250, 250)","(230, 230, 250)",2212,17790880,6253854,0.35,0
data_detection_images_1-4.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1582,23375000,1814766,0.08,0
vol1_gicc-62.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3539,24163936,6285597,0.26,0
Risques et pollution Programme immo  Clichy-4.jpeg,3,"(255, 250, 250)","(230, 230, 250)",943,24171498,1011962,0.04,0
Risques et pollution programme immo Gardenia-1.jpeg,3,"(255, 250, 250)","(248, 248, 255)",1819,24171498,873121,0.04,0
HADOPI_RA_2014-2015-143.jpeg,11,"(188, 143, 143)","(255, 250, 250)",1798,21972210,5661076,0.26,0
Apple_SR_2020_Progress_Report_FR-54.jpeg,5,"(245, 245, 220)","(250, 235, 215)",245,23375000,1090532,0.05,0
data_detection_images_1-15.jpeg,19,"(255, 250, 250)","(250, 240, 230)",1579,23375000,6266922,0.27,0
HADOPI_RA_2014-2015-73.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3565,21972210,3020499,0.14,0
7750-40.jpeg,5,"(255, 250, 250)","(230, 230, 250)",3847,24171498,4070061,0.17,0
Apple_SR_2020_Progress_Report_FR-65.jpeg,2,"(230, 230, 250)","(240, 248, 255)",788,23375000,912965,0.04,0
plan-actions-climat-energie-bd-102.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4497,24171498,4203498,0.17,0
plan-actions-climat-energie-bd-77.jpeg,13,"(255, 250, 250)","(230, 230, 250)",2377,24171498,6788248,0.28,0
7750-87.jpeg,14,"(255, 250, 250)","(250, 240, 230)",2196,24171498,2284911,0.09,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-4.jpeg,11,"(250, 240, 230)","(255, 250, 250)",2719,24171498,3374409,0.14,0
ONERC_Rapport_2010_villes_et_adaptation-59.jpeg,22,"(250, 240, 230)","(255, 250, 250)",2348,23375000,3127587,0.13,0
ONERC_Rapport_2010_villes_et_adaptation-84.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3665,24175632,4456721,0.18,0
Apple_SR_2020_Progress_Report_FR-30.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2763,23375000,3718025,0.16,0
plan-actions-climat-energie-bd-122.jpeg,22,"(230, 230, 250)","(250, 240, 230)",2519,24171498,4779387,0.2,0
WebbMediaKit-44.jpeg,4,"(255, 250, 250)","(230, 230, 250)",3675,23375000,5191765,0.22,0
plan-actions-climat-energie-bd-139.jpeg,37,"(255, 250, 250)","(230, 230, 250)",2261,24171498,8084931,0.33,0
HADOPI_RA_2014-2015-25.jpeg,16,"(230, 230, 250)","(255, 250, 250)",2233,21972210,7546871,0.34,0
adapter_son_territoire_au_changement_climatique_Guide-4.jpeg,30,"(230, 230, 250)","(255, 250, 250)",1540,17790880,2651748,0.15,0
WebbMediaKit-23.jpeg,5,"(47, 79, 79)","(230, 230, 250)",3314,23375000,15329455,0.66,0
JWSTScienceFunPad-36.jpeg,3,"(255, 250, 250)","(248, 248, 255)",390,11687500,577277,0.05,0
ONERC_Rapport_2010_villes_et_adaptation-133.jpeg,8,"(230, 230, 250)","(255, 250, 250)",3382,24175632,4677490,0.19,0
7750-223.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1069,24171498,1721226,0.07,0
Apple_SR_2020_Progress_Report_FR-14.jpeg,3,"(255, 250, 250)","(248, 248, 255)",2443,23375000,1962092,0.08,0
TSP_SRT_Tome3_WEB-66.jpeg,7,"(255, 250, 250)","(255, 228, 225)",2422,21972210,2360868,0.11,0
